iata,name,country,size_m_pax_2025,screen_state,listed
KBR,Kota Bharu,MY,1.67,headroom,True
KBU,,ID,,not_assessed,False
KBV,Krabi,TH,3.21,headroom,True
KCA,,CN,,not_assessed,False
KCH,Kuching,MY,5.92,headroom,True
KCM,Kahramanmaras,TR,0.31,not_assessed,True
KCT,,LK,,not_assessed,False
KCY,,,,too_short,False
KCZ,Kochi,JP,1.67,not_assessed,True
KDH,,AF,,not_assessed,False
KDI,Kendari,ID,1.58,not_assessed,True
KDL,,EE,,not_assessed,False
KDM,,MV,,not_assessed,False
KDO,,MV,,not_assessed,False
KDU,Skardu,PK,0.26,not_assessed,True
KDZ,,,,not_assessed,False
KEA,,,,too_short,False
KEB,,US,,not_assessed,False
KEF,Reykjavik,IS,7.82,tightening,True
KEH,,US,,too_short,False
KEI,,,,too_short,False
KEJ,Kemerovo,RU,0.43,not_assessed,True
KEM,Kemi/Tornio,FI,,not_assessed,True
KEP,,NP,,not_assessed,False
KER,Kerman,IR,0.54,not_assessed,True
KET,,MM,,not_assessed,False
KEU,,,,not_assessed,False
KEW,,CA,,not_assessed,False
KFS,Kastamonu,TR,,not_assessed,True
KGC,Kingscote,AU,0.06,not_assessed,True
KGD,Kaliningrad,RU,3.26,headroom,True
KGF,,KZ,,not_assessed,False
KGI,Kalgoorlie-Boulder,AU,0.61,not_assessed,True
KGL,Kigali,RW,1.89,not_assessed,True
KGS,Kos,GR,2.3,not_assessed,True
KGT,Kangding,CN,,not_assessed,True
KHD,Khorramabad,IR,,not_assessed,True
KHE,,,,not_assessed,False
KHG,,CN,,headroom,False
KHH,Kaohsiung,TW,7.09,headroom,True
KHI,Karachi,PK,7.14,headroom,True
KHN,Nanchang,CN,11.68,tightening,True
KHS,,OM,,not_assessed,False
KHV,Khabarovsk,RU,2.31,not_assessed,True
KHX,,,,not_assessed,False
KID,KID,,,too_short,True
KIE,,,,not_assessed,False
KIF,,CA,,too_short,False
KIH,Kish Island,IR,0.65,not_assessed,True
KIJ,Niigata,JP,1.3,not_assessed,True
KIM,Kimberley,ZA,0.21,not_assessed,True
KIN,Kingston,JM,1.97,not_assessed,True
KIR,Kerry,IE,0.55,not_assessed,True
KIS,,KE,,not_assessed,False
KIT,Kythira,GR,,not_assessed,True
KIV,Chisinau,MD,,tightening,True
KIX,Osaka,JP,33.29,tightening,True
KIY,,,,not_assessed,False
KJA,Krasnoyarsk,RU,2.09,headroom,True
KJH,KJH,,,too_short,True
KJT,KJT,,,too_short,True
KKA,,US,,not_assessed,False
KKC,Khon Kaen,TH,1.73,not_assessed,True
KKE,,NZ,,not_assessed,False
KKH,,US,,not_assessed,False
KKI,,US,,not_assessed,False
KKJ,Kita Kyushu,JP,1.33,not_assessed,True
KKN,Kirkenes,NO,0.4,not_assessed,True
KKX,KKX,,0.23,not_assessed,True
KLG,,US,,not_assessed,False
KLH,KLH,,0.18,too_short,True
KLN,,US,,not_assessed,False
KLO,Kalibo,PH,0.62,not_assessed,True
KLR,Kalmar,SE,,not_assessed,True
KLU,Klagenfurt,AT,0.19,not_assessed,True
KLW,,US,,not_assessed,False
KME,,RW,,not_assessed,False
KMG,Kunming,CN,47.28,headroom,True
KMI,Miyazaki,JP,3.51,headroom,True
KMJ,Kumamoto,JP,3.96,headroom,True
KMQ,Komatsu,JP,1.61,not_assessed,True
KMS,,GH,,not_assessed,False
KMV,,MM,,not_assessed,False
KNG,,ID,,not_assessed,False
KNH,Kinmen,TW,1.94,tightening,True
KNO,KNO,,7.59,headroom,True
KNS,King Island,AU,0.07,not_assessed,True
KNU,Kanpur,IN,0.35,not_assessed,True
KNX,Kununurra,AU,0.23,not_assessed,True
KOA,Kona,US,4.26,headroom,True
KOE,Kupang,ID,1.49,not_assessed,True
KOI,Kirkwall,GB,0.25,not_assessed,True
KOJ,Kagoshima,JP,6.63,tightening,True
KOK,KOK,,,not_assessed,True
KOP,Nakhon Phanom,TH,0.5,not_assessed,True
KOS,Sihanoukville,KH,0.22,not_assessed,True
KOT,,US,,not_assessed,False
KOW,,CN,,not_assessed,False
KOZ,,US,,not_assessed,False
KPN,,US,,not_assessed,False
KPO,Pohang,KR,0.33,not_assessed,True
KQH,KQH,,0.17,not_assessed,True
KRK,Krakow,PL,12.33,headroom,True
KRL,,CN,,headroom,False
KRN,Kiruna,SE,0.27,not_assessed,True
KRO,,RU,,not_assessed,False
KRP,Karup,DK,,not_assessed,True
KRR,Krasnodar,RU,,headroom,True
KRS,Kristiansand,NO,0.87,not_assessed,True
KRT,Khartoum,,,headroom,True
KRW,,,,not_assessed,False
KRY,,CN,,not_assessed,False
KSC,Kosice,SK,0.63,not_assessed,True
KSD,Karlstad,SE,,not_assessed,True
KSE,,,,not_assessed,False
KSH,Kermanshah,IR,0.21,not_assessed,True
KSM,,US,,not_assessed,False
KSN,,KZ,,not_assessed,False
KSQ,Karshi,UZ,0.2,not_assessed,True
KSR,,US,,too_short,False
KSU,Kristiansund,NO,0.36,not_assessed,True
KSY,Kars,TR,0.55,not_assessed,True
KTA,Karratha,AU,0.84,not_assessed,True
KTD,KTD,,,not_assessed,False
KTG,,ID,,not_assessed,False
KTJ,,,,not_assessed,False
KTL,,KE,,not_assessed,False
KTM,Kathmandu,NP,9.98,headroom,True
KTN,,US,,not_assessed,False
KTS,,US,,not_assessed,False
KTT,Kittila,FI,0.4,not_assessed,True
KTW,Katowice,PL,3.54,headroom,True
KUA,Kuantan,MY,0.2,not_assessed,True
KUF,Samara,RU,2.49,headroom,True
KUH,Kushiro,JP,0.85,not_assessed,True
KUK,,US,,not_assessed,False
KUL,Kuala Lumpur,MY,63.9,headroom,True
KUM,KUM,,0.38,not_assessed,True
KUN,Kaunas,LT,1.43,not_assessed,True
KUO,Kuopio,FI,0.15,not_assessed,True
KUT,Kutaisi,GE,1.76,not_assessed,True
KUU,Kulu,IN,0.07,not_assessed,True
KUV,Gunsan,KR,0.28,not_assessed,True
KVA,Kavala,GR,0.21,not_assessed,True
KVD,Ganja,,,not_assessed,False
KVG,,PG,,not_assessed,False
KVK,,,,not_assessed,False
KVL,,US,,not_assessed,False
KVR,,,,not_assessed,False
KVX,Kirov,RU,,not_assessed,True
KWA,,MH,,too_short,False
KWE,Guiyang,CN,,headroom,True
KWI,Kuwait,KW,17.83,headroom,True
KWJ,Gwangju,KR,1.47,not_assessed,True
KWK,,US,,not_assessed,False
KWL,Guilin,CN,,headroom,True
KWN,,US,,not_assessed,False
KWT,,US,,not_assessed,False
KWZ,,CD,,too_short,False
KXB,,,,too_short,False
KXO,,,,too_short,False
KYA,Konya,TR,0.83,not_assessed,True
KYP,,,,not_assessed,False
KYU,,US,,not_assessed,False
KYZ,KYZ,,0.14,not_assessed,True
KZN,Kazan,RU,4.19,headroom,True
KZO,,KZ,,not_assessed,False
KZR,KZR,,,not_assessed,True
LAD,Luanda,AO,1.55,not_assessed,True
LAE,,PG,,not_assessed,False
LAF,,,,too_short,False
LAH,,,,not_assessed,False
LAK,,CA,,too_short,False
LAN,Lansing,US,0.27,not_assessed,True
LAO,Laoag,PH,0.32,not_assessed,True
LAP,La Paz,MX,1.26,not_assessed,True
LAQ,,,,not_assessed,False
LAR,,US,,not_assessed,False
LAS,Las Vegas,US,55.92,headroom,True
LAU,,KE,,not_assessed,False
LAW,,US,,not_assessed,False
LAX,Los Angeles,US,73.23,headroom,True
LBA,Leeds Bradford,GB,4.29,headroom,True
LBB,,US,,not_assessed,False
LBD,,TJ,,not_assessed,False
LBE,,US,,not_assessed,False
LBF,North Platte,US,0.05,not_assessed,True
LBJ,,ID,,not_assessed,False
LBL,,US,,not_assessed,False
LBS,,FJ,,not_assessed,False
LBU,Labuan,MY,0.62,not_assessed,True
LBV,Libreville,GA,1.37,not_assessed,True
LCA,Larnaca,CY,9.11,tightening,True
LCE,La Ceiba,HN,0.2,not_assessed,True
LCG,A Coruna,ES,1.26,not_assessed,True
LCH,,US,,not_assessed,False
LCJ,Lodz,PL,0.35,not_assessed,True
LCK,Columbus,US,0.33,not_assessed,True
LCX,,,,not_assessed,False
LCY,London,GB,4.14,headroom,True
LDB,Londrina,BR,0.67,not_assessed,True
LDE,Lourdes/Tarbes,FR,0.49,not_assessed,True
LDH,Lord Howe Island,AU,0.04,not_assessed,True
LDS,,CN,,not_assessed,False
LDU,Lahad Datu,MY,0.21,not_assessed,True
LDY,Derry,GB,0.24,not_assessed,True
LDZ,,,,not_assessed,False
LEA,Learmonth,AU,0.13,not_assessed,True
LEB,,US,,not_assessed,False
LED,St Petersburg,RU,13.68,headroom,True
LEI,Almeria,ES,0.72,not_assessed,True
LEJ,Leipzig/Halle,DE,1.62,not_assessed,True
LET,Leticia,CO,0.36,not_assessed,True
LEX,Lexington,US,1.56,headroom,True
LFQ,,,,not_assessed,False
LFR,,,,not_assessed,False
LFT,Lafayette,US,0.6,not_assessed,True
LFW,Lome,TG,1.89,not_assessed,True
LGA,New York,US,33.96,headroom,True
LGB,Long Beach,US,4.33,headroom,True
LGG,Liege,BE,,not_assessed,True
LGI,,BS,,not_assessed,False
LGK,Langkawi,MY,2.87,headroom,True
LGP,,,,not_assessed,False
LGQ,,EC,,not_assessed,False
LGW,London,GB,39.35,headroom,True
LHE,Lahore,PK,6.3,headroom,True
LHR,London,GB,85.41,at_ceiling,True
LHW,Lanzhou,CN,,tightening,True
LIF,Lifou,NC,0.09,not_assessed,True
LIG,Limoges,FR,0.31,not_assessed,True
LIH,Kauai Island,US,3.94,headroom,True
LIL,Lille,FR,1.56,not_assessed,True
LIM,Lima,PE,26.45,tightening,True
LIN,Milan,IT,11.81,headroom,True
LIO,,,,not_assessed,False
LIR,Liberia,CR,1.89,headroom,True
LIS,Lisbon,PT,34.12,tightening,True
LIT,Little Rock,US,2.38,tightening,True
LIW,,,,too_short,False
LIX,,,,not_assessed,False
LJG,Lijiang,CN,8.19,headroom,True
LJU,Ljubljana,SI,1.5,not_assessed,True
LKA,,,,not_assessed,False
LKE,,US,,not_assessed,False
LKL,Lakselv,NO,0.11,not_assessed,True
LKN,Leknes,NO,0.2,not_assessed,True
LKO,Lucknow,IN,6.2,headroom,True
LKY,LKY,,0.28,headroom,True
LLA,Lulea,SE,1.15,not_assessed,True
LLB,LLB,,,not_assessed,True
LLF,,CN,,not_assessed,False
LLI,,ET,,not_assessed,False
LLJ,,,,not_assessed,False
LLO,,,,not_assessed,False
LLV,,,,not_assessed,False
LLW,,MW,,not_assessed,False
LMM,Los Mochis,MX,0.66,not_assessed,True
LMN,Limbang,MY,0.15,not_assessed,True
LMP,Lampedusa,IT,0.32,not_assessed,True
LNJ,Lincang,CN,0.24,not_assessed,True
LNK,Lincoln,US,0.25,not_assessed,True
LNL,,,,not_assessed,False
LNS,,US,,not_assessed,False
LNV,,PG,,not_assessed,False
LNY,Lanai City,US,0.06,not_assessed,True
LNZ,Linz,AT,0.2,not_assessed,True
LOE,Loei,TH,0.21,not_assessed,True
LOH,,EC,,not_assessed,False
LOK,,KE,,not_assessed,False
LOP,Praya,ID,2.56,headroom,True
LOS,Lagos,NG,7.75,headroom,True
LOY,,,,not_assessed,False
LPA,Gran Canaria,ES,13.53,tightening,True
LPB,La Paz,BO,,headroom,True
LPF,LPF,,,not_assessed,True
LPI,Linkoping,SE,0.11,not_assessed,True
LPK,,,,not_assessed,False
LPL,Liverpool,GB,5.59,tightening,True
LPQ,,LA,,not_assessed,False
LPS,,US,,too_short,False
LPT,Lampang,TH,0.19,not_assessed,True
LPX,,,,too_short,False
LRD,,US,,not_assessed,False
LRE,Longreach,AU,0.05,not_assessed,True
LRH,La Rochelle,FR,0.3,too_short,True
LRM,La Romana,DO,0.4,not_assessed,True
LRR,Lar,IR,0.25,not_assessed,True
LRS,Leros,GR,,not_assessed,True
LRT,Lorient,FR,,not_assessed,True
LRV,,,,not_assessed,False
LSC,,CL,,not_assessed,False
LSE,,US,,not_assessed,False
LSH,,MM,,not_assessed,False
LSI,Shetland Islands,GB,0.24,not_assessed,True
LSP,,VE,,not_assessed,False
LST,Launceston,AU,1.41,not_assessed,True
LSW,,ID,,not_assessed,False
LSY,,,,not_assessed,False
LTM,,,,too_short,False
LTN,London,GB,16.61,tightening,True
LTO,Loreto,MX,0.18,not_assessed,True
LUA,,,,not_assessed,False
LUD,Luderitz,NA,,too_short,True
LUG,,CH,,not_assessed,False
LUM,Mangshi,CN,2.91,headroom,True
LUN,Lusaka,ZM,2.16,tightening,True
LUO,Luena,AO,,not_assessed,True
LUP,Kalaupapa,US,0.02,not_assessed,True
LUQ,San Luis,AR,0.06,not_assessed,True
LUV,,ID,,not_assessed,False
LUW,,ID,,not_assessed,False
LUX,Luxembourg,LU,5.45,headroom,True
LUZ,LUZ,,0.41,not_assessed,True
LVI,Livingstone,ZM,0.23,not_assessed,True
LWB,Lewisburg,US,0.03,not_assessed,True
LWE,,,,not_assessed,False
LWN,Gyumri,AM,,not_assessed,True
LWO,,,,not_assessed,False
LWS,Lewiston,US,0.09,not_assessed,True
LWY,Lawas,MY,0.07,not_assessed,True
LXA,Lhasa,CN,,headroom,True
LXG,,LA,,not_assessed,False
LXR,Luxor,EG,1.02,not_assessed,True
LXS,Limnos,GR,0.18,not_assessed,True
LYA,,CN,,not_assessed,False
LYB,,KY,,not_assessed,False
LYC,Lycksele,SE,,not_assessed,True
LYG,,CN,,not_assessed,False
LYH,,US,,not_assessed,False
LYI,,CN,,not_assessed,False
LYP,Faisalabad,PK,0.46,not_assessed,True
LYR,Longyearbyen,NO,0.21,not_assessed,True
LYS,Lyon,FR,10.82,headroom,True
LZC,,,,not_assessed,False
LZG,LZG,,0.25,too_short,True
LZH,,CN,,not_assessed,False
LZN,Nangan,TW,0.3,not_assessed,True
LZO,Luzhou,CN,2.7,headroom,True
LZR,,,,too_short,False
LZY,Nyingchi/Linzhi,CN,1.05,not_assessed,True
MAA,Chennai,IN,23.09,headroom,True
MAB,Maraba,BR,0.43,not_assessed,True
MAD,Madrid,ES,62.66,tightening,True
MAF,Midland,US,,tightening,True
MAG,,PG,,not_assessed,False
MAH,Menorca,ES,3.83,tightening,True
MAJ,,MH,,not_assessed,False
MAM,Matamoros,MX,0.13,not_assessed,True
MAN,Manchester,GB,29.28,tightening,True
MAO,Manaus,BR,3.09,headroom,True
MAQ,Mae Sot,TH,0.14,not_assessed,True
MAR,,VE,,not_assessed,False
MAS,,PG,,not_assessed,False
MAZ,Mayaguez,PR,0.02,not_assessed,True
MBA,Mombasa,KE,1.83,tightening,True
MBE,Monbetsu,JP,0.1,not_assessed,True
MBI,,TZ,,not_assessed,False
MBJ,Montego Bay,JM,4.28,tightening,True
MBL,,US,,not_assessed,False
MBS,,US,,not_assessed,False
MBT,Masbate,PH,0.06,not_assessed,True
MCE,,US,,not_assessed,False
MCG,,US,,too_short,False
MCI,Kansas City,US,12.07,headroom,True
MCK,,US,,not_assessed,False
MCM,Monaco,MC,0.08,headroom,True
MCN,,US,,not_assessed,False
MCO,Orlando,US,56.78,headroom,True
MCP,Macapa,BR,0.55,not_assessed,True
MCT,Muscat,OM,13.3,headroom,True
MCW,,US,,not_assessed,False
MCX,Makhachkala,RU,1.46,not_assessed,True
MCY,Sunshine Coast,AU,1.65,not_assessed,True
MCZ,Maceio,BR,2.51,not_assessed,True
MDC,Manado,ID,2.38,headroom,True
MDE,Medellin,CO,14.65,headroom,True
MDG,,CN,,not_assessed,False
MDL,Mandalay,MM,0.79,headroom,True
MDQ,Mar del Plata,AR,0.27,not_assessed,True
MDR,,,,not_assessed,False
MDT,Harrisburg,US,1.54,headroom,True
MDW,Chicago,US,20.38,at_ceiling,True
MDZ,Mendoza,AR,2.72,tightening,True
MEB,MEB,,,not_assessed,True
MEC,Manta,EC,0.4,not_assessed,True
MED,Madinah,SA,9.98,headroom,True
MEE,Mare,NC,0.06,not_assessed,True
MEH,Mehamn,NO,,not_assessed,True
MEI,,US,,not_assessed,False
MEL,Melbourne,AU,36.42,tightening,True
MEM,Memphis,US,5.19,headroom,True
MEQ,,ID,,not_assessed,False
MEX,Mexico City,MX,42.66,headroom,True
MFA,MFA,,0.04,not_assessed,True
MFE,Mcallen,US,1.14,not_assessed,True
MFK,Matsu,TW,0.11,not_assessed,True
MFM,Macau,MO,7.42,headroom,True
MFR,Medford,US,1.12,not_assessed,True
MFU,Mfuwe,ZM,0.03,not_assessed,True
MGA,Managua,NI,1.46,not_assessed,True
MGB,Mount Gambier,AU,0.1,not_assessed,True
MGF,Maringa,BR,0.86,not_assessed,True
MGH,,,,not_assessed,False
MGM,,US,,not_assessed,False
MGQ,,SO,,not_assessed,False
MGW,,US,,not_assessed,False
MGZ,,MM,,not_assessed,False
MHC,,,,too_short,False
MHD,Mashhad,IR,3.49,headroom,True
MHG,,,,too_short,False
MHH,,BS,,not_assessed,False
MHK,,US,,not_assessed,False
MHQ,Mariehamn,FI,,not_assessed,True
MHT,Manchester,US,1.48,headroom,True
MIA,Miami,US,53.58,headroom,True
MID,Merida,MX,3.76,tightening,True
MIG,Mianyang,CN,3.43,headroom,True
MII,Marilia,BR,0.04,not_assessed,True
MIM,Merimbula,AU,0.1,not_assessed,True
MIR,Monastir,TN,1.13,not_assessed,True
MIU,Maiduguri,NG,0.09,not_assessed,True
MJF,Mosjoen,NO,0.1,not_assessed,True
MJI,,LY,,not_assessed,False
MJK,,,,not_assessed,False
MJM,,CD,,too_short,False
MJN,Mahajanga,MG,0.07,not_assessed,True
MJT,Mytilini,GR,0.46,not_assessed,True
MJU,,ID,,not_assessed,False
MJV,,ES,,not_assessed,False
MJZ,,RU,,not_assessed,False
MKE,Milwaukee,US,6.14,headroom,True
MKG,,US,,not_assessed,False
MKK,Hoolehua,US,0.18,headroom,True
MKL,,US,,not_assessed,False
MKM,Mukah,MY,0.11,not_assessed,True
MKQ,,ID,,not_assessed,False
MKW,,ID,,not_assessed,False
MKY,Mackay,AU,1.06,not_assessed,True
MKZ,Malacca,MY,,not_assessed,True
MLA,Malta,MT,9.49,headroom,True
MLB,Melbourne,US,0.52,not_assessed,True
MLE,Male,MV,7.45,headroom,True
MLG,,ID,,not_assessed,False
MLH,,FR,,not_assessed,False
MLI,Moline,US,0.7,not_assessed,True
MLL,,US,,not_assessed,False
MLM,Morelia,MX,1.56,not_assessed,True
MLN,Melilla,ES,0.65,not_assessed,True
MLO,Milos,GR,0.14,not_assessed,True
MLU,Monroe,US,0.25,not_assessed,True
MLX,Malatya,TR,0.76,not_assessed,True
MMB,Memambetsu,JP,0.88,not_assessed,True
MMD,MMD,,,not_assessed,False
MME,Durham,GB,0.28,not_assessed,True
MMH,,US,,not_assessed,False
MMJ,Matsumoto,JP,0.28,not_assessed,True
MMK,Murmansk,RU,1.16,not_assessed,True
MMX,Malmo,SE,0.75,not_assessed,True
MMY,Miyako Jima,JP,2.16,not_assessed,True
MNA,,ID,,not_assessed,False
MNG,Maningrida,AU,0.03,not_assessed,True
MNI,,MS,,not_assessed,False
MNL,Manila,PH,52.32,tightening,True
MOB,Mobile,US,0.66,not_assessed,True
MOC,Montes Claros,BR,0.36,not_assessed,True
MOF,,ID,,not_assessed,False
MOH,,,,not_assessed,False
MOL,Molde,NO,0.4,not_assessed,True
MOQ,,MG,,too_short,False
MOT,,US,,not_assessed,False
MOU,,US,,not_assessed,False
MOV,Moranbah,AU,0.17,not_assessed,True
MOZ,Moorea,PF,0.13,not_assessed,True
MPH,Caticlan,PH,3.27,tightening,True
MPL,Montpellier,FR,1.81,not_assessed,True
MPM,Maputo,MZ,1.08,not_assessed,True
MQF,Magnitogorsk,RU,0.25,not_assessed,True
MQL,Mildura,AU,0.22,not_assessed,True
MQM,Mardin,TR,0.73,not_assessed,True
MQN,Mo I Rana,NO,0.13,not_assessed,True
MQP,Nelspruit,ZA,0.39,not_assessed,True
MQS,,,,too_short,False
MQT,,US,,not_assessed,False
MQX,,ET,,not_assessed,False
MRA,,LY,,not_assessed,False
MRE,,KE,,not_assessed,False
MRS,Marseille,FR,11.44,tightening,True
MRU,Mauritius,MU,3.91,headroom,True
MRV,Mineralnye Vody,RU,3.41,headroom,True
MRX,Bandar Mahshahr,,,not_assessed,False
MRY,Monterey,US,0.71,not_assessed,True
MRZ,Moree,AU,0.05,not_assessed,True
MSA,,CA,,not_assessed,False
MSJ,Misawa,JP,0.41,not_assessed,True
MSL,,US,,not_assessed,False
MSN,Madison,US,2.38,headroom,True
MSO,,US,,not_assessed,False
MSP,Minneapolis/St Paul,US,35.21,headroom,True
MSQ,Minsk,BY,2.25,headroom,True
MSR,Mus,TR,0.56,not_assessed,True
MSS,,US,,not_assessed,False
MSU,,LS,,not_assessed,False
MSY,New Orleans,US,14.0,headroom,True
MTJ,Montrose,US,0.53,not_assessed,True
MTR,Monteria,CO,1.49,not_assessed,True
MTT,Minatitlan,MX,0.17,not_assessed,True
MTY,Monterrey,MX,15.98,headroom,True
MUA,,SB,,not_assessed,False
MUB,Maun,BW,0.27,not_assessed,True
MUC,Munich,DE,45.78,headroom,True
MUE,Kamuela,US,0.02,not_assessed,True
MUN,,VE,,not_assessed,False
MUR,Marudi,MY,0.05,not_assessed,True
MUX,Multan,PK,1.41,not_assessed,True
MUZ,,,,not_assessed,False
MVB,,,,not_assessed,False
MVD,Montevideo,UY,2.13,not_assessed,True
MVR,Maroua,CM,,too_short,True
MVY,,US,,not_assessed,False
MWA,,US,,not_assessed,False
MWX,Muan,KR,,not_assessed,True
MWZ,Mwanza,TZ,0.46,not_assessed,True
MXL,Mexicali,MX,1.2,not_assessed,True
MXP,Milan,IT,31.02,headroom,True
MXQ,MXQ,,0.01,too_short,True
MXZ,,CN,,not_assessed,False
MYA,Moruya,AU,0.07,not_assessed,True
MYD,,KE,,not_assessed,False
MYJ,Matsuyama,JP,3.35,headroom,True
MYP,,,,not_assessed,False
MYQ,MYQ,,0.09,not_assessed,True
MYR,Myrtle Beach,US,3.85,headroom,True
MYT,,MM,,not_assessed,False
MYU,,US,,not_assessed,False
MYW,Mtwara,TZ,,not_assessed,True
MYY,Miri,MY,2.67,headroom,True
MZG,Makung,TW,2.31,headroom,True
MZH,Amasya,TR,0.12,not_assessed,True
MZL,Manizales,CO,0.11,not_assessed,True
MZO,Manzanillo,,,not_assessed,True
MZR,,AF,,not_assessed,False
MZT,Mazatlan,MX,1.63,not_assessed,True
MZV,Mulu,MY,0.16,not_assessed,True
NAG,Nagpur,IN,2.91,tightening,True
NAH,,ID,,not_assessed,False
NAL,,RU,,not_assessed,False
NAM,,,,not_assessed,False
NAN,Nadi,FJ,3.28,tightening,True
NAO,Nanchong,CN,1.13,not_assessed,True
NAP,Naples,IT,12.32,tightening,True
NAS,Nassau,BS,4.59,headroom,True
NAT,Natal,BR,2.19,not_assessed,True
NAV,Nevsehir,TR,0.7,not_assessed,True
NAW,Narathiwat,TH,0.22,not_assessed,True
NAY,,,,headroom,False
NBC,Nizhnekamsk,RU,0.36,not_assessed,True
NBE,Enfidha,TN,0.72,not_assessed,True
NBJ,,,,too_short,False
NBO,Nairobi,KE,9.05,headroom,True
NBS,,CN,,not_assessed,False
NBX,,ID,,not_assessed,False
NCE,Nice,FR,15.32,headroom,True
NCL,Newcastle,GB,4.78,headroom,True
NCU,Nukus,UZ,0.31,not_assessed,True
NDB,,MR,,not_assessed,False
NDC,Nanded,IN,0.18,not_assessed,True
NDG,,CN,,not_assessed,False
NDJ,N'djamena,TD,0.44,not_assessed,True
NDR,Nador,MA,1.22,not_assessed,True
NDY,,GB,,not_assessed,False
NEI,,,,not_assessed,False
NER,,RU,,not_assessed,False
NEU,,,,not_assessed,False
NEV,,KN,,not_assessed,False
NGB,Ningbo,CN,,headroom,True
NGD,,,,not_assessed,False
NGL,,,,not_assessed,False
NGO,Nagoya,JP,12.16,headroom,True
NGQ,Shiquande,CN,0.25,not_assessed,True
NGS,Nagasaki,JP,3.4,headroom,True
NHV,Nuku Hiva,PF,0.07,not_assessed,True
NIM,Niamey,NE,0.55,not_assessed,True
NJC,,RU,,not_assessed,False
NJF,,IQ,,not_assessed,False
NKC,Nouakchott,MR,0.66,not_assessed,True
NKG,Nanjing,CN,30.4,headroom,True
NKM,Nagoya,JP,0.97,not_assessed,True
NKT,NKT,,0.38,not_assessed,True
NLA,Ndola,ZM,0.44,not_assessed,True
NLD,Nuevo Laredo,MX,0.16,not_assessed,True
NLH,NLH,,,not_assessed,True
NLI,,,,not_assessed,False
NLT,,CN,,not_assessed,False
NLU,NLU,,7.35,too_short,True
NMA,Namangan,UZ,0.72,not_assessed,True
NME,,US,,not_assessed,False
NMF,,,,too_short,False
NNG,Nanning,CN,,tightening,True
NNM,,RU,,not_assessed,False
NNT,Nan,TH,0.42,not_assessed,True
NNX,,,,too_short,False
NNY,,CN,,not_assessed,False
NOB,,CR,,not_assessed,False
NOC,Knock,IE,0.97,not_assessed,True
NOJ,,RU,,not_assessed,False
NOP,Sinop,TR,0.12,not_assessed,True
NOS,Nosy-Be,MG,0.27,not_assessed,True
NOU,Noumea,NC,0.38,not_assessed,True
NOV,,AO,,not_assessed,False
NOZ,Novokuznetsk,RU,0.48,not_assessed,True
NPE,,NZ,,not_assessed,False
NPL,,NZ,,not_assessed,False
NQN,Neuquen,AR,1.38,not_assessed,True
NQU,Nuqui,CO,0.09,too_short,True
NQY,Newquay,GB,0.43,not_assessed,True
NQZ,NQZ,,7.94,too_short,True
NRA,Narrandera,AU,0.04,not_assessed,True
NRE,,,,not_assessed,False
NRK,Norrkoping,SE,,too_short,True
NRL,,GB,,not_assessed,False
NRN,Duesseldorf,DE,2.08,not_assessed,True
NRR,NRR,,0.1,not_assessed,True
NRT,Tokyo,JP,40.27,tightening,True
NSB,,,,too_short,False
NSH,Now Shahr,IR,,not_assessed,True
NSI,Yaounde,CM,1.02,not_assessed,True
NSK,,RU,,not_assessed,False
NSN,Nelson,NZ,,tightening,True
NST,Nakhon Si Thammarat,TH,1.17,not_assessed,True
NTE,Nantes,FR,6.97,tightening,True
NTG,,CN,,headroom,False
NTL,Newcastle,AU,1.23,not_assessed,True
NTQ,Wajima,JP,0.2,not_assessed,True
NTX,,ID,,too_short,False
NUE,Nuremberg,DE,3.87,headroom,True
NUF,,,,not_assessed,False
NUI,,US,,not_assessed,False
NUL,,US,,not_assessed,False
NUM,NUM,,0.43,too_short,True
NUP,,US,,not_assessed,False
NUS,,VU,,not_assessed,False
NUX,Novy Urengoy,RU,0.91,not_assessed,True
NVA,Neiva,CO,0.45,not_assessed,True
NVI,Navoi,UZ,,too_short,True
NVK,,,,not_assessed,False
NVT,Navegantes,BR,2.22,not_assessed,True
NWA,,,,not_assessed,False
NWI,Norwich,GB,0.32,not_assessed,True
NYI,,GH,,too_short,False
NYK,,KE,,not_assessed,False
NYM,,RU,,not_assessed,False
NYO,Stockholm,SE,0.32,not_assessed,True
NYT,NYT,,,not_assessed,True
NYU,,MM,,not_assessed,False
NZH,,CN,,not_assessed,False
NZL,,,,not_assessed,False
OAG,Orange,AU,0.18,not_assessed,True
OAJ,,US,,not_assessed,False
OAK,Oakland,US,10.14,headroom,True
OAX,Oaxaca,MX,1.85,not_assessed,True
OBO,Obihiro,JP,0.7,not_assessed,True
OBU,,US,,not_assessed,False
OCC,,EC,,not_assessed,False
ODS,,UA,,not_assessed,False
ODY,,LA,,not_assessed,False
OER,Ornskoldsvik,SE,,not_assessed,True
OGG,Kahului,US,7.29,headroom,True
OGL,,,,not_assessed,False
OGN,Yonaguni Jima,,,not_assessed,False
OGS,,US,,not_assessed,False
OGU,OGU,,1.1,not_assessed,True
OGX,,DZ,,not_assessed,False
OGZ,Vladikavkaz,RU,0.29,not_assessed,True
OHD,Ohrid,MK,,too_short,True
OHE,,CN,,not_assessed,False
OHH,Okha,,0.05,not_assessed,True
OHO,,,,too_short,False
OHS,OHS,,,not_assessed,True
